Location,RowID,Date,Time,Cage,PIT,FL,Wt,Photo,ID,Camera,Cohort,Specimen,Comment,Region,Report_type,Report_ID,lat,long
BCCER,918,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,3,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,919,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,5,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,920,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,6,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,921,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,8,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,922,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,9,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,923,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,11,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,924,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,13,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,925,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,14,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,926,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,15,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,927,03/02/20,1899-12-30 09:50:00,51,NA,NA,NA,NA,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCCER,948,03/20/20,1899-12-30 11:55:00,23,3631,53,1.4,1040,BCCER3631_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,949,03/20/20,1899-12-30 11:55:00,23,3660,56,1.99,1041,BCCER3660_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,950,03/20/20,1899-12-30 11:55:00,23,4256,66,3.05,1042,BCCER4256_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,951,03/20/20,1899-12-30 11:55:00,23,4176,57,1.72,1043,BCCER4176_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,952,03/20/20,1899-12-30 11:55:00,51,4280,63,2.5,1045,BCCER4280_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,953,03/20/20,1899-12-30 11:55:00,51,3848,62,2.57,1046,BCCER3848_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,954,03/20/20,1899-12-30 11:55:00,51,3473,57,1.66,1047,BCCER3473_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,955,03/20/20,1899-12-30 11:55:00,51,4013,57,1.97,1048,BCCER4013_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,956,03/20/20,1899-12-30 11:55:00,51,3600,58,1.87,1049,BCCER3600_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCCER,314,02/17/20,1899-12-30 13:10:00,51,3848,54,1.8,277,BCCER3848_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,311,02/17/20,1899-12-30 13:10:00,51,4280,59,2.15,271,BCCER4280_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,312,02/17/20,1899-12-30 13:10:00,51,4013,54,1.7,272,BCCER4013_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,313,02/17/20,1899-12-30 13:10:00,51,3473,54,1.77,275,BCCER3473_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,318,02/17/20,1899-12-30 13:10:00,23,3660,50,1.3,286,BCCER3660_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,315,02/17/20,1899-12-30 13:10:00,51,3600,56,1.67,280,BCCER3600_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,316,02/17/20,1899-12-30 13:10:00,23,3540,47,0.88,281,BCCER3540_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,317,02/17/20,1899-12-30 13:10:00,23,3631,51,1.29,285,BCCER3631_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,319,02/17/20,1899-12-30 13:10:00,23,4256,59,2.35,287,BCCER4256_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCCER,320,02/17/20,1899-12-30 13:10:00,23,4167,53,1.52,290,BCCER4167_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,310,02/17/20,1899-12-30 10:30:00,15,4319,50,1.2,268,BCEP4319_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,928,03/02/20,1899-12-30 11:45:00,50,NA,NA,NA,16,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,929,03/02/20,1899-12-30 11:45:00,50,NA,NA,NA,20,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,930,03/02/20,1899-12-30 11:45:00,50,NA,NA,NA,21,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,931,03/02/20,1899-12-30 11:45:00,50,NA,NA,NA,23,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,932,03/02/20,1899-12-30 11:45:00,50,NA,NA,NA,25,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,933,03/02/20,1899-12-30 11:45:00,15,NA,NA,NA,26,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,934,03/02/20,1899-12-30 11:45:00,15,NA,NA,NA,27,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,935,03/02/20,1899-12-30 11:45:00,15,NA,NA,NA,28,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,936,03/02/20,1899-12-30 11:45:00,15,NA,NA,NA,30,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,937,03/02/20,1899-12-30 11:45:00,15,NA,NA,NA,32,NA,NA,NA,NO,No fork length or Wt taken,NA,NA,NA,NA,NA
BCEP,938,03/20/20,1899-12-30 09:50:00,50,3556,67,3.25,1030,BCEP3556_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,939,03/20/20,1899-12-30 09:50:00,50,3888,64,2.57,1031,BCEP3888_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,940,03/20/20,1899-12-30 09:50:00,50,4343,59,2.14,1032,BCEP4343_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,941,03/20/20,1899-12-30 09:50:00,50,3879,57,1.98,1033,BCEP3879_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,942,03/20/20,1899-12-30 09:50:00,50,3934,58,1.98,1034,BCEP3934_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,943,03/20/20,1899-12-30 09:50:00,15,4190,61,2.38,1035,BCEP4190_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,944,03/20/20,1899-12-30 09:50:00,15,4263,65,2.68,1036,BCEP4263_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,945,03/20/20,1899-12-30 09:50:00,15,4100,58,1.99,1037,BCEP4100_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,946,03/20/20,1899-12-30 09:50:00,15,4319,57,1.88,1038,BCEP4319_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,947,03/20/20,1899-12-30 09:50:00,15,3544,58,1.94,1039,BCEP3544_20200320,NA,PIT,YES,NA,NA,NA,NA,NA,NA
BCEP,309,02/17/20,1899-12-30 10:30:00,15,4110,53,1.58,266,BCEP4110_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,308,02/17/20,1899-12-30 10:30:00,15,4190,55,2.05,265,BCEP4190_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,307,02/17/20,1899-12-30 10:30:00,15,4263,59,2.16,264,BCEP4263_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,303,02/17/20,1899-12-30 10:30:00,50,3556,54,1.66,260,BCEP3556_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,304,02/17/20,1899-12-30 10:30:00,50,3879,51,1.39,261,BCEP3879_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,301,02/17/20,1899-12-30 10:30:00,50,4343,50,1.29,258,BCEP4343_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,302,02/17/20,1899-12-30 10:30:00,50,3888,57,2.08,259,BCEP3888_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,305,02/17/20,1899-12-30 10:30:00,50,3934,52,1.55,262,BCEP3934_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCEP,306,02/17/20,1899-12-30 10:30:00,15,3544,54,1.7,263,BCEP3544_20200217,NA,PIT,NO,NA,NA,NA,NA,NA,NA
BCGR,60,02/10/20,1899-12-30 14:12:00,35,3576,54,1.59,143,BCGR3576_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,103,02/20/19,1899-12-30 10:30:00,1,4343,44,0.87,964,4343_20190220,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,61,02/10/20,1899-12-30 14:12:00,36,NA,51,1.4,144,BCGR_ISOSTOCK-01,NA,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,787,03/16/20,1899-12-30 12:20:00,34,3599,54,1.28,892,BCGR3599_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,57,02/10/20,1899-12-30 14:12:00,35,4434,48,1.08,138,BCGR4434_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,786,03/16/20,1899-12-30 12:20:00,34,3624,55,1.49,891,BCGR3624_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,833,03/22/21,1899-12-30 11:00:00,NA,6576,59,1.86,2163,BCGR6576P20210322,Nikon,PLAW2,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,718,03/10/20,1899-12-30 13:45:00,36,4479,55,1.6,807,BCGR4479_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,475,02/23/21,1899-12-30 10:30:00,NA,6590,70,4.01,1708,BCGR6590P20210223,Nikon,PLAW2,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,58,02/10/20,1899-12-30 14:12:00,35,3914,50,1.31,141,BCGR3914_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,719,03/10/20,1899-12-30 13:45:00,36,4197,54,1.36,808,BCGR4197_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,611,03/08/21,1899-12-30 10:45:00,NA,6576,58,1.977124618,1875,BCGR6576P20210308,Nikon,PLAW2,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,446,03/19/19,1899-12-30 13:30:00,1,4479,67,3.45,391,4479_20190319,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,788,03/16/20,1899-12-30 12:20:00,34,3566,53,1.28,893,BCGR3566_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,478,02/23/21,1899-12-30 10:30:00,NA,NA,55,1.49,1711,BCGR03I20210223,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,473,02/23/21,1899-12-30 10:30:00,NA,6576,57,2.04,1706,BCGR6576P20210223,Nikon,PLAW2,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,477,02/23/21,1899-12-30 10:30:00,NA,NA,60,2.07,1710,BCGR02I20210223,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,56,02/10/20,1899-12-30 14:12:00,35,4181,53,1.49,137,BCGR4181_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,449,03/19/19,1899-12-30 13:30:00,1,4343,58,2.14,394,4343_20190319,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,51,02/10/20,1899-12-30 14:12:00,34,4479,51,1.23,127,BCGR4479_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,711,03/10/20,1899-12-30 13:45:00,35,4191,57,1.79,800,BCGR4191_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,602,04/02/19,1899-12-30 13:00:00,1,4343,63,2.62,577,4343_20190402,Knaggs Pana TS5,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,59,02/10/20,1899-12-30 14:12:00,35,4191,55,1.71,142,BCGR4191_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,834,03/22/21,1899-12-30 11:00:00,NA,6590,73,3.53,2164,BCGR6590P20210322,Nikon,PLAW2,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,69,02/10/20,1899-12-30 14:12:00,36,NA,54,1.39,8,BCGR_ISOSTOCK-09,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,476,02/23/21,1899-12-30 10:30:00,NA,NA,63,2.22,1709,BCGR01I20210223,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,610,03/08/21,1899-12-30 10:45:00,NA,6590,71,3.855762814,1874,BCGR6590P20210308,Nikon,PLAW2,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,54,02/10/20,1899-12-30 14:12:00,34,3566,50,1.25,132,BCGR3566_20200210,NA,PIT,NO,Photo 134,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,715,03/10/20,1899-12-30 13:45:00,35,4181,55,1.45,804,BCGR4181_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,58,02/08/21,1899-12-30 12:00:00,NA,NA,50,1,1221,BCGR08IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,53,02/08/21,1899-12-30 12:00:00,NA,NA,58,1.54,1215,BCGR03IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,53,02/10/20,1899-12-30 14:12:00,34,3599,53,1.44,133,BCGR3599_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,785,03/16/20,1899-12-30 12:20:00,35,4434,50,1.04,890,BCGR4434_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,789,03/16/20,1899-12-30 12:20:00,34,4479,56,1.72,894,BCGR4479_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,294,03/05/19,1899-12-30 12:10:00,1,4343,49,1.257370472,210,4343_20190305,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,784,03/16/20,1899-12-30 12:20:00,35,4191,58,2,889,BCGR4191_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,51,02/08/21,1899-12-30 12:00:00,NA,NA,58,1.72,1212,BCGR01IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,604,04/02/19,1899-12-30 13:00:00,1,4479,71,4.06,579,4479_20190402,Knaggs Pana TS5,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,295,03/05/19,1899-12-30 12:10:00,1,4479,57,2.053582219,211,4479_20190305,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,830,03/22/21,1899-12-30 11:00:00,NA,7807,69,2.86,2160,BCGR7807P20210322,Nikon,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,793,03/16/20,1899-12-30 12:20:00,36,NA,55,1.6,898,BCGR_09_20160316,NA,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,839,03/22/21,1899-12-30 11:00:00,NA,NA,65,2.45,2169,BCGR08I20210322,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,794,03/16/20,1899-12-30 12:20:00,36,NA,53,1.34,899,BCGR_10_20160316,NA,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,52,02/10/20,1899-12-30 14:12:00,34,4197,51,1.32,128,BCGR4197_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,48,02/08/21,1899-12-30 12:00:00,NA,7876,58,1.9,1209,BCGR7876P20210208,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,615,03/08/21,1899-12-30 10:45:00,NA,NA,61,1.813420586,1879,BCGR04I20210308,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,783,03/16/20,1899-12-30 12:20:00,35,4181,55,1.47,888,BCGR4181_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,360,02/24/20,1899-12-30 11:00:00,35,4181,55,1.64,386,BCGR4181_20200224,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,712,03/10/20,1899-12-30 13:45:00,35,4434,50,1.07,801,BCGR4434_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,452,03/19/19,1899-12-30 13:30:00,2,4418,62,2.67,398,4418_20190319,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,717,03/10/20,1899-12-30 13:45:00,36,3566,53,1.28,806,BCGR3566_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,716,03/10/20,1899-12-30 13:45:00,36,3624,55,1.5,805,BCGR3624_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,607,03/08/21,1899-12-30 10:45:00,NA,7807,68,2.969549075,1871,BCGR7807P20210308,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,68,02/10/20,1899-12-30 14:12:00,36,NA,47,1.06,7,BCGR_ISOSTOCK-08,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,109,02/20/19,1899-12-30 10:30:00,2,4019,44,0.98,974,4019_20190220,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,605,03/08/21,1899-12-30 10:45:00,NA,7946,62,2.402905469,1869,BCGR7946P20210308,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,828,03/22/21,1899-12-30 11:00:00,NA,7946,63,2.24,2158,BCGR7946P20210322,Nikon,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,782,03/16/20,1899-12-30 12:20:00,35,3576,58,2.09,887,BCGR3576_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,55,02/10/20,1899-12-30 14:12:00,34,3624,52,1.34,136,BCGR3624_20200210,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,466,02/23/21,1899-12-30 10:30:00,NA,7876,63,2.38,1698,BCGR7876P20210223,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,54,02/08/21,1899-12-30 12:00:00,NA,NA,57,1.52,1216,BCGR04IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,62,02/10/20,1899-12-30 14:12:00,36,NA,56,1.75,145,BCGR_ISOSTOCK-02,NA,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,609,04/02/19,1899-12-30 13:00:00,2,4418,67,3.17,584,4418_20190402,Knaggs Pana TS5,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,302,03/05/19,1899-12-30 12:10:00,2,4418,53,1.53613898,219,4418_20190305,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,107,02/20/19,1899-12-30 10:30:00,2,4418,48,1.12,970,4418_20190220,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,298,03/05/19,1899-12-30 12:10:00,1,NA,46,0.927189288,215,BCGR19_CABAP1_002,Knaggs Pana TS5,placebo,NA,Likely escaped before week 4 check,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,714,03/10/20,1899-12-30 13:45:00,35,3576,57,1.83,803,BCGR3576_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,470,02/23/21,1899-12-30 10:30:00,NA,7946,62,2.33,1703,BCGR7946P20210223,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,65,02/10/20,1899-12-30 14:12:00,36,NA,53,1.51,3,BCGR_ISOSTOCK-05,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,792,03/16/20,1899-12-30 12:20:00,36,NA,52,1.21,897,BCGR_08_20160316,NA,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,52,02/08/21,1899-12-30 12:00:00,NA,NA,58,2.13,1213,BCGR02IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,43,02/08/21,1899-12-30 12:00:00,NA,7849,52,1.29,1204,BCGR7849P20210208,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,781,03/16/20,1899-12-30 12:20:00,35,3914,52,1.5,886,BCGR3914_20200316,NA,PIT,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,70,02/10/20,1899-12-30 14:12:00,36,NA,48,1.04,10,BCGR_ISOSTOCK-10,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,616,03/08/21,1899-12-30 10:45:00,NA,NA,57,1.675772651,1880,BCGR05I20210308,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,63,02/10/20,1899-12-30 14:12:00,36,NA,50,1.48,147,BCGR_ISOSTOCK-03,NA,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,468,02/23/21,1899-12-30 10:30:00,NA,7807,68,3.02,1700,BCGR7807P20210223,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,66,02/10/20,1899-12-30 14:12:00,36,NA,54,1.63,4,BCGR_ISOSTOCK-06,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,67,02/10/20,1899-12-30 14:12:00,36,NA,51,1.4,5,BCGR_ISOSTOCK-07,SBP20_Nikon_1921T,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,57,02/08/21,1899-12-30 12:00:00,NA,NA,57,1.42,1220,BCGR07IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,612,03/08/21,1899-12-30 10:45:00,NA,6568,59,2.001712001,1876,BCGR6568P20210308,Nikon,PLAW2,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,450,03/19/19,1899-12-30 13:30:00,1,NA,64,3.3,395,BCGR_PLA_001_20190319,Knaggs Pana TS5,placebo_c2,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,838,03/22/21,1899-12-30 11:00:00,NA,NA,66,2.71,2168,BCGR07I20210322,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,297,03/05/19,1899-12-30 12:10:00,1,NA,49,1.271379611,214,BCGR_PLA_002_20190305,Knaggs Pana TS5,placebo,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,840,03/22/21,1899-12-30 11:00:00,NA,NA,58,1.75,2170,BCGR09I20210322,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,59,02/08/21,1899-12-30 12:00:00,NA,NA,55,1.42,1222,BCGR09IS20210208,Nikon,ISO,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,841,03/22/21,1899-12-30 11:00:00,NA,NA,61,1.98,2171,BCGR10I20210322,Nikon,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,606,03/08/21,1899-12-30 10:45:00,NA,7876,63,NA,1870,BCGR7876P20210308,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,467,02/23/21,1899-12-30 10:30:00,NA,7755,58,2.05,1699,BCGR7755P20210223,Nikon,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,713,03/10/20,1899-12-30 13:45:00,35,3914,52,1.33,802,BCGR3914_20200310,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,364,02/24/20,1899-12-30 11:00:00,34,3599,55,1.49,390,BCGR3599_20200224,NA,PIT,NO,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,835,03/22/21,1899-12-30 11:00:00,NA,6568,60,2,2165,BCGR6568P20210322,Nikon,PLAW2,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,104,02/20/19,1899-12-30 10:30:00,1,3975,46,1.09,965,3975_20190220,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,105,02/20/19,1899-12-30 10:30:00,1,9999,43,0.81,967,9999_20190220,Knaggs Pana TS5,PIT,NA,"Wrong PIT number 4529 was a duplicate of a tag at SBWS cage 2, fish likely escaped anyway",Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,102,02/20/19,1899-12-30 10:30:00,1,4479,51,1.43,963,4479_20190220,Knaggs Pana TS5,PIT,NA,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
BCGR,791,03/16/20,1899-12-30 12:20:00,36,NA,56,1.55,896,BCGR_07_20160316,NA,ISO,YES,NA,Butte Sink,Canal channel,BSC1,39.3607,-121.8936
